Date,Open,High,Low,Close,Volume,Adj Close
2009-11-12,7155.359863,7170.009766,7047.339844,7063.049805,4160250000,7063.049805
2009-11-11,7126.430176,7211.830078,7126.430176,7155.359863,4286700000,7155.359863
2009-11-10,7135.319824,7146.779785,7080.569824,7126.419922,4394770000,7126.419922
2009-11-09,6958.290039,7135.450195,6958.290039,7135.330078,4460030000,7135.330078
2009-11-06,6950.140137,6978.240234,6894.189941,6958.290039,4277130000,6958.290039
2009-11-05,6830.439941,6950.160156,6830.439941,6950.140137,4848350000,6950.140137
2009-11-04,6812.700195,6924.220215,6812.700195,6830.430176,5635510000,6830.430176
2009-11-03,6784.790039,6817.47998,6704.660156,6812.700195,5487500000,6812.700195
2009-11-02,6739.470215,6857.899902,6692.850098,6784.939941,6202640000,6784.939941
2009-10-30,6955.299805,6955.299805,6714.810059,6739.450195,6512420000,6739.450195
2009-10-29,6765.700195,6963.720215,6765.700195,6955.310059,5595040000,6955.310059
2009-10-28,6932.040039,6932.040039,6760.52002,6765.689941,6600350000,6765.689941
2009-10-27,6960.089844,6999.72998,6919.870117,6932.040039,5337380000,6932.040039
2009-10-26,7066.799805,7147.950195,6947.680176,6960.089844,6363380000,6960.089844
2009-10-23,7182.939941,7182.950195,7038.870117,7066.799805,4767460000,7066.799805
2009-10-22,7107.209961,7196.080078,7051.209961,7182.910156,5192410000,7182.910156
2009-10-21,7157.899902,7233.620117,7104.560059,7107.209961,5616290000,7107.209961
2009-10-20,7222.209961,7222.580078,7123.129883,7158.27002,5396930000,7158.27002
2009-10-19,7133.959961,7241.390137,7133.959961,7222.209961,4619240000,7222.209961
2009-10-16,7204.049805,7204.049805,7091.810059,7133.959961,4894740000,7133.959961
2009-10-15,7182.370117,7204.089844,7142.00,7204.049805,5369780000,7204.049805
2009-10-14,7031.890137,7187.899902,7031.890137,7182.379883,5406420000,7182.379883
2009-10-13,7051.160156,7051.160156,6981.649902,7031.870117,4320480000,7031.870117
2009-10-12,7015.560059,7083.609863,7015.560059,7051.160156,3710430000,7051.160156
2009-10-09,6990.540039,7015.540039,6968.580078,7015.540039,3763780000,7015.540039
2009-10-08,6912.790039,7020.009766,6912.790039,6990.669922,4988400000,6990.669922
2009-10-07,6899.680176,6918.129883,6865.52002,6912.649902,4238220000,6912.649902
2009-10-06,6795.129883,6938.72998,6795.129883,6899.680176,5029840000,6899.680176
2009-10-05,6674.589844,6808.140137,6674.589844,6795.129883,4313310000,6795.129883
2009-10-02,6718.040039,6718.040039,6633.97998,6674.569824,5583240000,6674.569824
2009-10-01,6910.870117,6910.870117,6715.759766,6718.049805,5791450000,6718.049805
2009-09-30,6926.819824,6956.890137,6841.640137,6910.879883,5998860000,6910.879883
2009-09-29,6939.77002,6970.709961,6904.330078,6926.819824,4949900000,6926.819824
2009-09-28,6823.52002,6952.97998,6823.52002,6939.759766,3726950000,6939.759766
2009-09-25,6862.290039,6882.080078,6798.279785,6823.509766,4507090000,6823.509766
2009-09-24,6964.689941,6997.240234,6827.97998,6862.310059,5505610000,6862.310059
2009-09-23,7046.910156,7092.700195,6963.109863,6964.689941,5531930000,6964.689941
2009-09-22,6968.589844,7057.25,6968.589844,7047.129883,5246600000,7047.129883
2009-09-21,7016.919922,7016.919922,6916.180176,6968.589844,4615280000,6968.589844
2009-09-18,7002.169922,7041.040039,6991.379883,7016.919922,5607970000,7016.919922
2009-09-17,7038.129883,7073.02002,6972.890137,7002.169922,6668110000,7002.169922
2009-09-16,6917.069824,7038.140137,6917.069824,7038.140137,6793529600,7038.140137
2009-09-15,6879.990234,6934.97998,6839.759766,6917.069824,6185620000,6917.069824
2009-09-14,6843.819824,6882.850098,6779.899902,6879.990234,4979610000,6879.990234
2009-09-11,6850.810059,6890.720215,6815.689941,6843.819824,4922600000,6843.819824
2009-09-10,6772.390137,6850.810059,6735.649902,6850.810059,5191380000,6850.810059
2009-09-09,6726.080078,6793.939941,6720.290039,6772.399902,5202550000,6772.399902
2009-09-08,6637.149902,6737.740234,6637.129883,6726.069824,5235160000,6726.069824
2009-09-04,6546.600098,6637.720215,6531.100098,6637.129883,4097370000,6637.129883
2009-09-03,6474.799805,6546.600098,6470.569824,6546.600098,4624280000,6546.600098
2009-09-02,6487.799805,6507.819824,6448.029785,6474.790039,5842730000,6474.790039
2009-09-01,6643.240234,6689.160156,6474.259766,6487.810059,6862360000,6487.810059
2009-08-31,6709.009766,6709.009766,6604.080078,6643.240234,5004560000,6643.240234
2009-08-28,6722.310059,6775.740234,6673.370117,6709.040039,5785780000,6709.040039
2009-08-27,6687.950195,6737.600098,6610.399902,6722.310059,5785880000,6722.310059
2009-08-26,6697.220215,6710.52002,6640.290039,6687.939941,5080060000,6687.939941
2009-08-25,6671.22998,6764.700195,6671.22998,6697.220215,5768740000,6697.220215
2009-08-24,6676.259766,6743.859863,6652.709961,6671.140137,6302450000,6671.140137
2009-08-21,6553.399902,6688.069824,6553.399902,6676.259766,5885550000,6676.259766
2009-08-20,6479.279785,6563.00,6479.279785,6553.399902,4893160000,6553.399902
2009-08-19,6437.069824,6501.779785,6369.200195,6479.279785,4257000000,6479.279785
2009-08-18,6352.109863,6447.259766,6352.109863,6437.069824,4198970000,6437.069824
2009-08-17,6537.819824,6537.819824,6338.089844,6352.109863,4854970000,6352.109863
2009-08-14,6604.100098,6604.209961,6483.609863,6537.819824,4940750000,6537.819824
2009-08-13,6538.870117,6606.100098,6528.72998,6604.100098,5250660000,6604.100098
2009-08-12,6463.580078,6581.25,6456.870117,6538.870117,5498170000,6538.870117
2009-08-11,6550.02002,6550.02002,6448.919922,6463.620117,5773160000,6463.620117
2009-08-10,6586.709961,6586.709961,6509.129883,6550.049805,5406080000,6550.049805
2009-08-07,6517.669922,6634.180176,6517.669922,6586.709961,6827089600,6586.709961
2009-08-06,6558.189941,6601.419922,6482.75,6517.669922,6753380000,6517.669922
2009-08-05,6569.140137,6579.129883,6487.069824,6558.189941,7242120000,6558.189941
2009-08-04,6565.649902,6587.47998,6507.939941,6569.140137,5713700000,6569.140137
2009-08-03,6424.279785,6575.47998,6424.279785,6565.649902,5603440000,6565.649902
2009-07-31,6384.310059,6455.049805,6365.220215,6424.279785,5139070000,6424.279785
2009-07-30,6280.569824,6434.390137,6280.569824,6384.310059,6035180000,6384.310059
2009-07-29,6328.680176,6328.680176,6241.580078,6280.569824,5178770000,6280.569824
2009-07-28,6364.649902,6364.649902,6259.589844,6328.669922,5490350000,6328.669922
2009-07-27,6320.240234,6365.459961,6317.450195,6364.660156,4631290000,6364.660156
2009-07-24,6302.509766,6339.410156,6254.589844,6337.459961,4458300000,6337.459961
2009-07-23,6151.410156,6322.720215,6151.410156,6302.52002,5761650000,6302.52002
2009-07-22,6154.370117,6192.109863,6107.580078,6151.399902,4634100000,6151.399902
2009-07-21,6141.299805,6184.509766,6082.390137,6154.390137,5309300000,6154.390137
2009-07-20,6038.109863,6144.290039,6038.109863,6141.299805,4853150000,6141.299805
2009-07-17,6043.049805,6054.22998,6000.140137,6038.109863,5141380000,6038.109863
2009-07-16,5993.160156,6065.910156,5960.290039,6043.049805,4898640000,6043.049805
2009-07-15,5805.580078,6003.660156,5805.580078,5993.160156,5238830000,5993.160156
2009-07-14,5761.359863,5805.589844,5743.049805,5805.580078,4149030000,5805.580078
2009-07-13,5627.52002,5761.379883,5598.810059,5761.370117,4499440000,5761.370117
2009-07-10,5667.370117,5667.370117,5583.839844,5627.52002,3912080000,5627.52002
2009-07-09,5624.569824,5702.72998,5624.569824,5667.370117,4347170000,5667.370117
2009-07-08,5654.640137,5684.220215,5552.819824,5624.569824,5721780000,5624.569824
2009-07-07,5770.00,5770.00,5648.669922,5654.640137,4673300000,5654.640137
2009-07-06,5775.22998,5775.22998,5686.240234,5770.00,4712580000,5770.00
2009-07-02,5954.00,5954.00,5775.220215,5775.240234,3931000000,5775.240234
2009-07-01,5905.160156,6009.529785,5905.160156,5954.009766,3919400000,5954.009766
2009-06-30,5962.509766,5975.790039,5862.839844,5905.149902,4627570000,5905.149902
2009-06-29,5906.959961,5968.319824,5892.189941,5962.50,4211760000,5962.50
2009-06-26,5910.890137,5928.279785,5865.759766,5906.959961,6076660000,5906.959961
2009-06-25,5795.720215,5911.299805,5751.970215,5911.029785,4911240000,5911.029785
2009-06-24,5759.50,5872.600098,5759.50,5795.720215,4636720000,5795.720215
2009-06-23,5725.069824,5782.00,5706.25,5759.490234,5071020000,5759.490234
2009-06-22,5933.910156,5933.910156,5724.810059,5725.069824,4903940000,5725.069824
2009-06-19,5906.200195,5971.950195,5903.640137,5934.240234,5713390000,5934.240234
2009-06-18,5864.589844,5935.299805,5836.419922,5906.200195,4684010000,5906.200195
2009-06-17,5886.740234,5914.240234,5808.680176,5864.549805,5523650000,5864.549805
2009-06-16,5967.27002,6005.669922,5879.939941,5886.759766,4951200000,5886.759766
2009-06-15,6148.609863,6148.609863,5935.819824,5967.259766,4697880000,5967.259766
2009-06-12,6162.330078,6162.330078,6086.310059,6148.609863,4528120000,6148.609863
2009-06-11,6098.060059,6231.029785,6098.060059,6163.129883,5500840000,6163.129883
2009-06-10,6101.580078,6167.529785,6025.879883,6098.060059,5379420000,6098.060059
2009-06-09,6068.669922,6131.02002,6056.129883,6101.569824,4439950000,6101.569824
2009-06-08,6082.560059,6109.02002,5983.459961,6068.560059,4483430000,6068.560059
2009-06-05,6110.759766,6164.890137,6047.399902,6082.640137,5277910000,6082.640137
2009-06-04,6033.680176,6113.759766,6021.370117,6110.759766,5352890000,6110.759766
2009-06-03,6182.580078,6182.580078,5983.060059,6033.899902,5323770000,6033.899902
2009-06-02,6169.080078,6202.220215,6135.330078,6182.870117,5987340000,6182.870117
2009-06-01,6004.069824,6207.120117,6004.069824,6169.069824,6370440000,6169.069824
2009-05-29,5917.02002,6007.959961,5917.02002,6004.069824,6050420000,6004.069824
2009-05-28,5823.859863,5930.450195,5794.390137,5917.060059,5738980000,5917.060059
2009-05-27,5936.52002,5959.919922,5816.850098,5823.560059,5698800000,5823.560059
2009-05-26,5789.620117,5946.089844,5746.609863,5936.580078,5667050000,5936.580078
2009-05-22,5780.540039,5844.850098,5773.799805,5789.620117,5155320000,5789.620117
2009-05-21,5869.240234,5869.240234,5727.339844,5780.540039,6019840000,5780.540039
2009-05-20,5872.22998,6002.180176,5859.450195,5870.390137,8205060000,5870.390137
2009-05-19,5865.879883,5927.430176,5845.609863,5872.220215,6616270000,5872.220215
2009-05-18,5662.890137,5868.47998,5662.890137,5865.870117,5702150000,5865.870117
2009-05-15,5733.450195,5760.240234,5630.959961,5662.890137,5439720000,5662.890137
2009-05-14,5666.459961,5767.549805,5645.77002,5733.450195,6134870000,5733.450195
2009-05-13,5858.430176,5858.430176,5657.540039,5666.470215,7091820000,5666.470215
2009-05-12,5849.299805,5904.580078,5777.680176,5859.140137,6871750400,5859.140137
2009-05-11,6000.390137,6000.390137,5846.22998,5849.299805,6150600000,5849.299805
2009-05-08,5800.089844,6003.970215,5800.089844,6000.390137,8163280000,6000.390137
2009-05-07,5890.549805,5965.180176,5763.299805,5800.089844,9120100000,5800.089844
2009-05-06,5770.759766,5900.759766,5770.759766,5890.549805,8555040000,5890.549805
2009-05-05,5800.220215,5800.299805,5726.879883,5770.759766,6882860000,5770.759766
2009-05-04,5568.759766,5801.600098,5568.759766,5800.220215,7038840000,5800.220215
2009-05-01,5513.359863,5588.589844,5492.870117,5568.759766,5312170000,5568.759766
2009-04-30,5516.149902,5622.22998,5494.180176,5513.359863,6862540000,5513.359863
2009-04-29,5369.859863,5565.009766,5369.859863,5516.140137,6101620000,5516.140137
2009-04-28,5389.819824,5425.47998,5311.430176,5369.850098,6328000000,5369.850098
2009-04-27,5468.330078,5468.330078,5368.959961,5389.830078,5613460000,5389.830078
2009-04-24,5372.100098,5500.279785,5372.100098,5468.410156,7114440000,5468.410156
2009-04-23,5290.609863,5376.430176,5271.22998,5372.100098,6563100000,5372.100098
2009-04-22,5339.580078,5404.680176,5259.609863,5290.609863,7327860000,5290.609863
2009-04-21,5220.120117,5341.22998,5177.299805,5339.589844,7436489600,5339.589844
2009-04-20,5480.600098,5480.600098,5220.120117,5220.120117,6973960000,5220.120117
2009-04-17,5454.27002,5516.669922,5424.790039,5480.600098,7352009600,5480.600098
2009-04-16,5384.990234,5487.100098,5346.669922,5454.27002,6598670000,5454.27002
2009-04-15,5301.50,5388.419922,5273.370117,5384.970215,6241100000,5384.970215
2009-04-14,5410.27002,5410.27002,5297.950195,5301.50,7569840000,5301.50
2009-04-13,5376.439941,5444.919922,5304.709961,5410.279785,6434890000,5410.279785
2009-04-09,5176.410156,5376.97998,5176.410156,5376.439941,7600710400,5376.439941
2009-04-08,5120.859863,5198.220215,5107.950195,5176.410156,5938460000,5176.410156
2009-04-07,5249.47998,5249.47998,5116.410156,5120.669922,5155580000,5120.669922
2009-04-06,5318.72998,5318.72998,5172.779785,5249.47998,6210000000,5249.47998
2009-04-03,5267.100098,5318.839844,5213.22998,5318.75,5855640000,5318.75
2009-04-02,5085.759766,5339.870117,5085.759766,5267.100098,7542809600,5267.100098
2009-04-01,4978.959961,5100.330078,4908.72998,5085.759766,6034140000,5085.759766
2009-03-31,4899.049805,5055.910156,4899.049805,4978.97998,6089100000,4978.97998
2009-03-30,5100.560059,5100.560059,4852.040039,4899.049805,5912660000,4899.049805
2009-03-27,5230.529785,5230.529785,5083.060059,5096.640137,5600210000,5096.640137
2009-03-26,5127.00,5232.549805,5124.609863,5230.529785,6992960000,5230.529785
2009-03-25,5064.319824,5199.620117,4987.669922,5127.00,7687180000,5127.00
2009-03-24,5185.839844,5185.850098,5060.569824,5064.330078,6767980000,5064.330078
2009-03-23,4832.149902,5187.02002,4832.149902,5185.859863,7715769600,5185.859863
2009-03-20,4937.220215,4955.120117,4822.77002,4832.129883,7643720000,4832.129883
2009-03-19,4975.299805,5039.040039,4927.97998,4937.220215,9033870400,4937.220215
2009-03-18,4868.140137,5012.580078,4764.339844,4975.299805,9098449600,4975.299805
2009-03-17,4728.910156,4868.149902,4690.160156,4868.140137,6156800000,4868.140137
2009-03-16,4721.080078,4858.930176,4721.080078,4728.910156,7883540000,4728.910156
2009-03-13,4684.990234,4737.850098,4639.310059,4721.00,6787089600,4721.00
2009-03-12,4505.379883,4697.069824,4458.430176,4684.990234,7326630400,4684.990234
2009-03-11,4499.620117,4579.930176,4457.970215,4505.379883,7287809600,4505.379883
2009-03-10,4226.310059,4499.379883,4226.310059,4499.379883,8618329600,4499.379883
2009-03-09,4284.47998,4321.759766,4203.910156,4226.310059,7277320000,4226.310059
2009-03-06,4267.629883,4386.049805,4181.75,4284.490234,7331830400,4284.490234
2009-03-05,4464.890137,4464.890137,4234.700195,4267.600098,7507249600,4267.600098
2009-03-04,4334.700195,4529.75,4334.700195,4464.890137,7673620000,4464.890137
2009-03-03,4360.97998,4428.060059,4297.390137,4334.700195,7583230400,4334.700195
2009-03-02,4617.029785,4617.029785,4351.47998,4360.97998,7868289600,4360.97998
2009-02-27,4713.02002,4715.049805,4596.899902,4617.029785,8926480000,4617.029785
2009-02-26,4753.169922,4859.540039,4699.839844,4713.02002,7599969600,4713.02002
2009-02-25,4821.649902,4842.669922,4680.720215,4753.169922,7483640000,4753.169922
2009-02-24,4633.779785,4836.319824,4633.779785,4821.740234,7234489600,4821.740234
2009-02-23,4804.589844,4853.930176,4628.009766,4633.779785,6509300000,4633.779785
2009-02-20,4881.160156,4881.160156,4710.660156,4804.509766,8210590400,4804.509766
2009-02-19,4924.540039,5004.680176,4866.649902,4881.160156,5746940000,4881.160156
2009-02-18,4939.120117,4966.669922,4870.399902,4924.540039,5740710000,4924.540039
2009-02-17,5206.75,5206.75,4939.060059,4939.109863,5907820000,4939.109863
2009-02-13,5256.450195,5285.759766,5195.810059,5206.759766,5296650000,5206.759766
2009-02-12,5252.629883,5258.00,5091.040039,5256.450195,6476460000,5256.450195
2009-02-11,5214.700195,5288.790039,5181.060059,5252.680176,5926460000,5252.680176
2009-02-10,5478.890137,5478.890137,5184.709961,5214.709961,6770169600,5214.709961
2009-02-09,5475.279785,5524.120117,5440.529785,5479.879883,5574370000,5479.879883
2009-02-06,5326.009766,5493.950195,5325.540039,5475.279785,6484100000,5475.279785
2009-02-05,5242.759766,5360.040039,5170.759766,5326.009766,6624030000,5326.009766
2009-02-04,5268.02002,5360.52002,5221.259766,5242.75,6420450000,5242.75
2009-02-03,5166.529785,5294.350098,5161.700195,5268.02002,5886310000,5268.02002
2009-02-02,5195.790039,5195.790039,5090.990234,5166.470215,5673270000,5166.470215
2009-01-30,5300.600098,5342.040039,5164.75,5195.790039,5350580000,5195.790039
2009-01-29,5501.459961,5501.459961,5293.430176,5300.899902,5067060000,5300.899902
2009-01-28,5315.439941,5528.490234,5315.439941,5501.459961,6199180000,5501.459961
2009-01-27,5244.629883,5341.299805,5240.950195,5315.439941,5353260000,5315.439941
2009-01-26,5195.549805,5347.080078,5191.879883,5244.609863,6039940000,5244.609863
2009-01-23,5170.910156,5233.549805,5023.470215,5195.549805,5832160000,5195.549805
2009-01-22,5273.990234,5273.990234,5075.040039,5171.680176,5843830000,5171.680176
2009-01-21,5058.060059,5280.47998,5043.279785,5273.990234,6467830000,5273.990234
2009-01-20,5387.50,5387.50,5053.180176,5058.060059,6375230000,5058.060059
2009-01-16,5347.75,5448.009766,5254.700195,5387.50,6786040000,5387.50
2009-01-15,5328.680176,5394.339844,5161.47998,5347.75,7807350400,5347.75
2009-01-14,5538.689941,5538.689941,5284.390137,5328.680176,5407880000,5328.680176
2009-01-13,5551.029785,5560.450195,5476.259766,5538.839844,5567460000,5538.839844
2009-01-12,5702.379883,5702.379883,5515.149902,5551.029785,4725050000,5551.029785
2009-01-09,5838.569824,5842.060059,5691.709961,5702.370117,4716500000,5702.370117
2009-01-08,5799.049805,5839.490234,5741.890137,5837.140137,4991550000,5837.140137
2009-01-07,5968.839844,5968.839844,5770.240234,5799.049805,4704940000,5799.049805
2009-01-06,5908.390137,6014.00,5901.509766,5968.839844,5392620000,5968.839844
2009-01-05,5915.720215,5963.700195,5839.919922,5908.430176,5413910000,5908.430176
2009-01-02,5755.759766,5937.02002,5732.680176,5915.72998,4048270000,5915.72998
2008-12-31,5670.00,5793.540039,5660.669922,5757.049805,4172940000,5757.049805
2008-12-30,5534.680176,5670.72998,5534.680176,5670.00,3627800000,5670.00
2008-12-29,5538.189941,5564.819824,5470.899902,5534.640137,3323430000,5534.640137
2008-12-26,5487.330078,5541.740234,5487.330078,5538.189941,1880050000,5538.189941
2008-12-24,5468.279785,5496.089844,5444.97998,5487.330078,1546550000,5487.330078
2008-12-23,5520.819824,5573.740234,5447.120117,5468.279785,4051970000,5468.279785
2008-12-22,5616.120117,5622.600098,5432.549805,5520.819824,4869850000,5520.819824
2008-12-19,5617.759766,5713.27002,5581.02002,5616.120117,6705310000,5616.120117
2008-12-18,5769.799805,5787.779785,5568.720215,5617.759766,5675000000,5617.759766
2008-12-17,5804.959961,5848.149902,5709.259766,5769.799805,5907380000,5769.799805
2008-12-16,5497.910156,5812.310059,5497.910156,5804.970215,6009780000,5804.970215
2008-12-15,5543.959961,5591.100098,5429.649902,5497.899902,4982390000,5497.899902
2008-12-12,5504.709961,5565.740234,5379.060059,5543.959961,5959590000,5543.959961
2008-12-11,5631.180176,5693.959961,5470.25,5504.72998,5513840000,5504.72998
2008-12-10,5522.470215,5676.950195,5522.470215,5631.069824,5942130000,5631.069824
2008-12-09,5639.669922,5687.379883,5502.529785,5522.459961,5693110000,5522.459961
2008-12-08,5401.25,5689.240234,5401.25,5639.680176,6553600000,5639.680176
2008-12-05,5232.259766,5415.529785,5059.810059,5401.25,6165370000,5401.25
2008-12-04,5405.600098,5421.790039,5158.470215,5232.259766,5860390000,5232.259766
2008-12-03,5308.72998,5415.890137,5152.310059,5405.549805,6221880000,5405.549805
2008-12-02,5092.709961,5313.680176,5092.709961,5308.950195,6170100000,5308.950195
2008-12-01,5599.290039,5599.290039,5086.330078,5092.660156,6052010000,5092.660156
2008-11-28,5547.379883,5599.299805,5492.799805,5599.299805,2740860000,5599.299805
2008-11-26,5375.359863,5547.379883,5257.890137,5547.379883,5793260000,5547.379883
2008-11-25,5313.759766,5451.330078,5230.02002,5375.359863,6952700000,5375.359863
2008-11-24,4959.790039,5404.950195,4959.790039,5313.759766,7879440000,5313.759766
2008-11-21,4651.209961,4966.589844,4607.470215,4959.790039,9495900000,4959.790039
2008-11-20,5011.990234,5054.910156,4625.569824,4651.209961,9093740000,4651.209961
2008-11-19,5365.669922,5379.560059,5009.52002,5011.990234,6548600000,5011.990234
2008-11-18,5323.359863,5419.330078,5180.52002,5365.660156,6679470000,5365.660156
2008-11-17,5452.629883,5510.200195,5314.160156,5323.359863,4927490000,5323.359863
2008-11-14,5715.790039,5715.790039,5437.339844,5452.629883,5881030000,5452.629883
2008-11-13,5320.72998,5723.330078,5137.02002,5715.790039,7849120000,5715.790039
2008-11-12,5634.259766,5634.259766,5307.109863,5320.700195,5764180000,5320.700195
2008-11-11,5802.060059,5802.060059,5555.209961,5634.370117,4998340000,5634.370117
2008-11-10,5871.990234,5993.549805,5732.299805,5802.049805,4572000000,5802.049805
2008-11-07,5667.390137,5871.97998,5667.390137,5871.97998,4931640000,5871.97998
2008-11-06,6012.060059,6012.060059,5640.930176,5667.399902,6102230000,5667.399902
2008-11-05,6345.089844,6345.089844,5996.060059,6012.169922,5426640000,6012.169922
2008-11-04,6054.97998,6351.600098,6054.97998,6345.089844,5531290000,6345.089844
2008-11-03,6061.089844,6099.399902,6003.140137,6054.97998,4492280000,6054.97998
2008-10-31,5975.029785,6148.529785,5871.620117,6061.089844,6394350000,6061.089844
2008-10-30,5774.890137,6016.189941,5774.890137,5975.029785,6175830000,5975.029785
2008-10-29,5733.490234,5998.709961,5692.350098,5774.890137,7077800000,5774.890137
2008-10-28,5196.540039,5735.970215,5178.160156,5733.450195,7096950400,5733.450195
2008-10-27,5427.540039,5463.97998,5187.370117,5196.529785,5558050000,5196.529785
2008-10-24,5671.930176,5671.930176,5280.850098,5427.540039,6550050000,5427.540039
2008-10-23,5630.470215,5768.509766,5379.680176,5671.930176,7189900000,5671.930176
2008-10-22,6051.350098,6051.350098,5508.810059,5630.470215,6147980000,5630.470215
2008-10-21,6287.600098,6287.600098,6040.589844,6051.339844,5121830000,6051.339844
2008-10-20,5948.799805,6287.660156,5948.799805,6287.600098,5175640000,6287.600098
2008-10-17,5970.899902,6219.27002,5792.879883,5948.799805,6581780000,5948.799805
2008-10-16,5760.069824,5977.209961,5498.049805,5970.899902,7984500000,5970.899902
2008-10-15,6380.52002,6380.52002,5740.029785,5759.959961,6542330000,5759.959961
2008-10-14,6401.00,6650.410156,6206.029785,6380.529785,8161990400,6380.529785
2008-10-13,5704.129883,6413.149902,5704.129883,6400.959961,7263369600,6400.959961
2008-10-10,5809.97998,5887.549805,5336.589844,5704.129883,11456230400,5704.129883
2008-10-09,6306.350098,6432.459961,5793.450195,5809.97998,8285670400,5809.97998
2008-10-08,6388.379883,6503.600098,6166.640137,6306.350098,8716329600,6306.350098
2008-10-07,6754.899902,6878.47998,6388.120117,6388.379883,7069209600,6388.379883
2008-10-06,7088.939941,7088.939941,6436.060059,6754.910156,7956020000,6754.910156
2008-10-03,7155.410156,7417.759766,7073.160156,7088.939941,6716120000,7088.939941
2008-10-02,7519.950195,7519.950195,7137.72998,7155.410156,6285640000,7155.410156
2008-10-01,7532.799805,7546.810059,7364.97998,7519.950195,5782130000,7519.950195
2008-09-30,7204.009766,7541.259766,7204.009766,7532.799805,6065000000,7532.799805
2008-09-29,7890.370117,7890.370117,7167.77002,7204.009766,7305060000,7204.009766
2008-09-26,7927.859863,7927.859863,7752.540039,7890.370117,5383610000,7890.370117
2008-09-25,7768.790039,7979.279785,7768.790039,7927.870117,5877640000,7927.870117
2008-09-24,7785.279785,7829.52002,7733.779785,7768.819824,4820360000,7768.819824
2008-09-23,7918.620117,7986.299805,7759.129883,7785.27002,5185730000,7785.27002
2008-09-22,8187.140137,8187.140137,7905.290039,7918.609863,5368130000,7918.609863
2008-09-19,7775.169922,8201.240234,7775.169922,8187.129883,9387169600,8187.129883
2008-09-18,7440.390137,7806.410156,7318.839844,7775.160156,10082689600,7775.160156
2008-09-17,7793.129883,7793.129883,7434.790039,7440.390137,9431870400,7440.390137
2008-09-16,7680.060059,7793.149902,7502.220215,7793.129883,9459830400,7793.129883
2008-09-15,8091.569824,8091.569824,7680.149902,7680.149902,8279510400,7680.149902
2008-09-12,8010.879883,8105.069824,7946.52002,8091.839844,6273260000,8091.839844
2008-09-11,7957.379883,8013.009766,7783.939941,8011.25,6869249600,8011.25
2008-09-10,7871.390137,8022.970215,7868.890137,7957.259766,6543440000,7957.259766
2008-09-09,8168.589844,8168.589844,7871.069824,7871.149902,7380630400,7871.149902
2008-09-08,8033.830078,8241.709961,8033.830078,8168.620117,7351340000,8168.620117
